id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:dieback percent,field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
71806396,Sat Mar 20 2021 11:15:47 GMT-0700 (PDT),2021-03-20,2021-03-20 18:15:47 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-03-22 16:42:27 UTC,2022-02-17 06:07:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71806396,https://inaturalist-open-data.s3.amazonaws.com/photos/116968153/medium.jpg,,"","",2,0,false,3,"Swan Creek Park, Tacoma, WA, US",47.20335,-122.396645,10,,,,10,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Large,Suburban,Inside a forest canopy,"Low - fairly natural, not much development",Other,,Lower slope,,,,No Selection,""
80258047,2021-05-24 14:30:12,2021-05-24,2021-05-25 00:30:12 UTC,Hawaii,500327,jmhulbert,Joey H,2021-05-25 17:15:58 UTC,2022-02-17 06:04:45 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/80258047,https://inaturalist-open-data.s3.amazonaws.com/photos/131528531/medium.jpeg,,"",,1,0,true,,"Pierce, Washington, United States",47.2024805556,-122.4519111111,,,,,,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,,2-3,,No,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Lower slope,Yes (please identify other species in notes),This is the first time I have seen this tree,30,No Selection,Bigleaf maple with branch tip dieback nearby
82447728,Thu Jun 10 2021 06:56:12 GMT-0700 (PDT),2021-06-10,2021-06-10 13:56:12 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-06-10 17:55:54 UTC,2022-02-17 06:04:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/82447728,https://inaturalist-open-data.s3.amazonaws.com/photos/135316369/medium.jpg,,"","",1,0,false,3,"Point Defiance Park, Tacoma, WA, US",47.31803,-122.5431133333,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Medium (moderately used trails, etc)",Upland or well drained,,Top of slope,No,No selection,60,No Selection,""
83196980,Mon Jun 14 2021 07:38:28 GMT-0700 (PDT),2021-06-14,2021-06-14 14:38:28 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-06-15 23:06:37 UTC,2022-02-17 06:03:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/83196980,https://inaturalist-open-data.s3.amazonaws.com/photos/136617750/medium.jpg,,"","",1,0,false,3,"Point Defiance Park, Tacoma, WA, US",47.3112033333,-122.5389333333,18,,,,18,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),,1-29% of the canopy is unhealthy,,0,10,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Summit of hill or mountain,No selection,No selection,"",No Selection,""
85039935,Tue Jun 29 2021 17:45:52 GMT-0700 (PDT),2021-06-29,2021-06-30 00:45:52 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-06-30 00:50:14 UTC,2022-02-17 06:03:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/85039935,https://inaturalist-open-data.s3.amazonaws.com/photos/139851860/medium.jpg,,"","",1,0,false,3,"S Tyler St, Tacoma, WA, US",47.24763,-122.49292,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,0,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No,No selection,15,No Selection,""
87621560,Sat Jul 10 2021 10:14:27 GMT-0700 (PDT),2021-07-10,2021-07-10 17:14:27 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-07-18 21:21:09 UTC,2022-02-17 06:00:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87621560,https://inaturalist-open-data.s3.amazonaws.com/photos/144480995/medium.jpg,,"","",1,0,false,3,"N Waterfront Dr, Tacoma, WA, US",47.30458,-122.5161533333,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),No,1-29% of the canopy is unhealthy,,1,20,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),Yes (please identify other species in notes),This is the first time I have seen this tree,25,No Selection,Unhealthy nonnative walnut nearby
89281926,Thu Jul 29 2021 19:07:40 GMT-0700 (PDT),2021-07-29,2021-07-30 02:07:40 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-07-31 04:22:38 UTC,2022-02-17 06:00:21 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/89281926,https://inaturalist-open-data.s3.amazonaws.com/photos/147423873/medium.jpg,,"","",1,0,true,3,"S Fawcett Ave, Tacoma, WA, US",47.2453633333,-122.4411,3,,,,3,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,Maybe,30-59% of the canopy is unhealthy,,0,100,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Other,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No selection,Symptoms first observed in 2021,15,No Selection,Middle of a parking lot
89282903,Thu Jul 29 2021 16:17:33 GMT-0700 (PDT),2021-07-29,2021-07-29 23:17:33 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-07-31 04:39:43 UTC,2022-02-17 05:59:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89282903,https://inaturalist-open-data.s3.amazonaws.com/photos/147424676/medium.jpg,,"","",1,0,false,3,"Wapato Park, Tacoma, WA, US",47.1968533333,-122.4554366667,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,Maybe,tree is dead,,2-3,50,Not sure,No selection,Small (can wrap hands around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Other,,Area is flat (e.g. field),No selection,Symptoms first observed in 2021,25,No Selection,""
92304436,Mon Aug 23 2021 07:25:42 GMT-0700 (PDT),2021-08-23,2021-08-23 14:25:42 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-08-24 00:31:26 UTC,2022-02-17 05:59:29 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/92304436,https://inaturalist-open-data.s3.amazonaws.com/photos/152815929/medium.jpg,,"","",1,0,true,3,"S Washington St, Tacoma, WA, US",47.246955,-122.4848416667,12,,,,12,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,0,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No,No selection,10,No Selection,""
93084584,Mon Aug 30 2021 08:14:46 GMT-0700 (PDT),2021-08-30,2021-08-30 15:14:46 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-08-30 21:32:17 UTC,2022-02-17 05:59:16 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/93084584,https://inaturalist-open-data.s3.amazonaws.com/photos/154223145/medium.jpg,,"","",1,0,true,3,"S 9th St, Tacoma, WA, US",47.252575,-122.4829783333,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",,0,0,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No selection,No selection,10,No Selection,""
93084914,Mon Aug 30 2021 08:07:07 GMT-0700 (PDT),2021-08-30,2021-08-30 15:07:07 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-08-30 21:36:00 UTC,2022-02-17 05:58:50 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/93084914,https://inaturalist-open-data.s3.amazonaws.com/photos/154223864/medium.jpg,,"","",1,0,true,3,"S 9th St, Tacoma, WA, US",47.2525533333,-122.476945,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',No selection,1-29% of the canopy is unhealthy,,0,20,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No selection,No selection,"",No Selection,"Unclear what is happening to this tree. Some recent development maybe, possibly new root disease introduced, nearby redcedar apparently healthy"
94487596,Sat Sep 11 2021 09:46:32 GMT-0700 (PDT),2021-09-11,2021-09-11 16:46:32 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-09-11 20:34:57 UTC,2022-02-17 05:58:21 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/94487596,https://inaturalist-open-data.s3.amazonaws.com/photos/156743401/medium.jpg,,"","",2,0,true,3,"Manitou Park, Tacoma, WA, US",47.195245,-122.4965366667,28,,,,28,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),Not Sure,30-59% of the canopy is unhealthy,,1,25,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No,Symptoms first observed in 2021,60,No Selection,Dieback in irrigated park
98614339,Mon Oct 18 2021 08:56:27 GMT-0700 (PDT),2021-10-18,2021-10-18 15:56:27 UTC,Pacific Time (US & Canada),163214,pwimberger,,2021-10-18 15:59:59 UTC,2022-01-24 19:00:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98614339,https://inaturalist-open-data.s3.amazonaws.com/photos/164225080/medium.jpg,,"","",2,0,false,3,"E Fairbanks St, Tacoma, WA, US",47.2294129321,-122.3986816251,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No,1-29% of the canopy is unhealthy,,0,25,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),No,No selection,10,Yes,""
101048826,2021-11-13 15:10:42,2021-11-13,2021-11-13 23:10:42 UTC,Pacific Time (US & Canada),3756771,amy_boucher,Amy Boucher,2021-11-13 23:14:18 UTC,2022-03-29 04:25:28 UTC,research,,https://www.inaturalist.org/observations/101048826,https://static.inaturalist.org/photos/168709371/medium.jpeg,,"",Top looks like dead,1,0,false,2,"Alaska St S & Winco Rear Driveway, Tacoma, WA 98408, USA",47.19527204,-122.45786443,7,,,,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,,4-6,,Not sure,,,,,,,,,,,,,
101641621,Sun Nov 21 2021 09:50:52 GMT-0800 (PST),2021-11-21,2021-11-21 19:50:52 UTC,Hawaii,500327,jmhulbert,Joey H,2021-11-21 19:07:23 UTC,2022-02-17 05:56:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101641621,https://inaturalist-open-data.s3.amazonaws.com/photos/169761964/medium.jpg,,"","",1,0,false,3,"Franklin Park, Tacoma, WA, US",47.2477383333,-122.4803783333,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Not Sure,30-59% of the canopy is unhealthy,,0,25,"Yes (please elaborate in Notes, add Picture if possible)","Fungal Activitiy (mycelial fans, bleeding cankers, mushrooms at base, or conks on trunk)",Small (can wrap hands around trunk),Urban,Other,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No selection,Symptoms first observed in 2021,25,No Selection,""
102023719,Sat Nov 27 2021 10:58:43 GMT-0800 (PST),2021-11-27,2021-11-27 18:58:43 UTC,Pacific Time (US & Canada),3725592,aubinbel,,2021-11-27 19:04:37 UTC,2021-12-10 22:00:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102023719,https://inaturalist-open-data.s3.amazonaws.com/photos/170905941/medium.jpg,,"","",1,0,false,3,"Wapato Park, Tacoma, WA, US",47.198349363,-122.4557404013,9,,,,9,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,60-99% of the canopy is unhealthy,,1,"",Not sure,"Inner stem decay (rot, hollow center, etc.)",Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Seasonally flooded area,Tree has access to water year round (watered in summer or near permanent water source),Middle of a slope,No selection,No selection,5,No Selection,""
102784541,Thu Dec 09 2021 10:35:09 GMT-0800 (PST),2021-12-09,2021-12-09 20:35:09 UTC,Hawaii,500327,jmhulbert,Joey H,2021-12-09 21:20:41 UTC,2022-02-17 05:55:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102784541,https://inaturalist-open-data.s3.amazonaws.com/photos/171892814/medium.jpg,,"","",1,0,false,3,"Wapato Park, Tacoma, WA, US",47.19837,-122.4556416667,4,,,,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,60-99% of the canopy is unhealthy,,0,"","Yes (please elaborate in Notes, add Picture if possible)","Fungal Activitiy (mycelial fans, bleeding cankers, mushrooms at base, or conks on trunk)",Medium (can wrap arms around trunk),Urban,Inside a forest canopy,"Medium (moderately used trails, etc)","Wetland, lots of water",Tree does not typically have access to water in summer,Floodplain or valley bottom,No selection,No selection,45,No Selection,""
103263345,2021-12-18 11:04:43,2021-12-18,2021-12-18 19:04:43 UTC,Pacific Time (US & Canada),701886,ktgw,,2021-12-18 19:08:35 UTC,2022-03-29 04:23:53 UTC,casual,,https://www.inaturalist.org/observations/103263345,https://static.inaturalist.org/photos/172784352/medium.jpeg,,"",Evidence of cedar die-off,1,0,true,2,"Sheridan Ave S & S 61st St, Tacoma, WA 98408, USA",47.2026258333,-122.4509986111,,,,,,,open,false,gps,gps,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,1-29% of the canopy is unhealthy,,2-3,,Not sure,,Medium (can wrap arms around trunk),,,,,,,,,,,
105446764,Sat Jan 22 2022 12:05:00 GMT-0800 (PST),2022-01-22,2022-01-22 22:05:00 UTC,Hawaii,500327,jmhulbert,Joey H,2022-01-23 19:04:32 UTC,2022-02-17 05:54:49 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/105446764,https://inaturalist-open-data.s3.amazonaws.com/photos/176926554/medium.jpg,,"","",1,0,true,3,"S 16th St, Tacoma, WA, US",47.2472416667,-122.4490133333,11,,,,11,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Yes (please include photo),30-59% of the canopy is unhealthy,,0,100,No,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Top of slope,No,No selection,25,No Selection,""
105791998,Sat Jan 29 2022 12:12:24 GMT-0800 (PST),2022-01-29,2022-01-29 22:12:24 UTC,Hawaii,500327,jmhulbert,Joey H,2022-01-29 20:47:35 UTC,2022-03-27 04:58:17 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/105791998,https://inaturalist-open-data.s3.amazonaws.com/photos/177585633/medium.jpg,,"","",1,0,true,3,"E 35th St, Tacoma, WA, US",47.230045,-122.4257883333,17,,,,17,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,60-99% of the canopy is unhealthy,,4-6,"",Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree may have occassional access to water in summer (watered by someone),Top of slope,No selection,No selection,25,No Selection,""
