id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:dieback percent,field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
70133946,2021-02-17 5:19:12 PM PST,2021-02-17,2021-02-17 17:19:12 UTC,UTC,2137608,mjingalsbe,"",2021-02-25 07:34:19 UTC,2021-03-13 03:34:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70133946,https://inaturalist-open-data.s3.amazonaws.com/photos/113956976/medium.jpeg,,"",There are several cedars adjacent to the water channel that are thinning with brown tops. ,1,0,false,2,"Hayhurst, Portland, OR, USA",45.4824362791,-122.7157948539,21,,,,21,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),,30-59% of the canopy is unhealthy,,4-6,,Not sure,No selection,,Urban,Roadside,Not Sure,Seasonally flooded area,,Middle of a slope,,,,No Selection,""
70284424,Sat Feb 27 2021 15:31:29 GMT-0800 (PST),2021-02-27,2021-02-27 15:31:29 UTC,UTC,3889151,david_morgan,David Morgan,2021-02-27 23:33:31 UTC,2022-10-02 00:57:03 UTC,research,,https://www.inaturalist.org/observations/70284424,https://static.inaturalist.org/photos/114225956/medium.jpg,,"","",1,0,false,3,"NW 71st Ave, Ridgefield, WA, US",45.8516911744,-122.7428368014,4,,,,4,,open,false,,,,Clark,Washington,United States,Washington,Clark,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,1-29% of the canopy is unhealthy,,2-3,,"Yes (please elaborate in Notes, add Picture if possible)",No selection,Small,Rural,Forest edge,"Low - fairly natural, not much development",Upland or well drained,,Area is flat (e.g. field),,,,Yes,""
70380081,2021-02-28 12:48:02 PM PST,2021-02-28,2021-02-28 12:48:02 UTC,UTC,2785976,alexis_mushroom,Alexis Evans,2021-03-01 07:11:41 UTC,2021-03-19 23:04:24 UTC,research,,https://www.inaturalist.org/observations/70380081,https://static.inaturalist.org/photos/114404255/medium.jpeg,,"","",1,0,false,2,"Raleigh Hills, OR, USA",45.4903102778,-122.7481347222,,,,,,,open,false,gps,gps,,Washington,Oregon,United States,Oregon,Washington,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,,,Suburban,,,,,,,,,,"Seemed rather healthy area, though it was right after the ice storm."
70528957,Wed Mar 03 2021 16:31:53 GMT-0800 (PST),2021-03-03,2021-03-03 16:31:53 UTC,UTC,3889151,david_morgan,David Morgan,2021-03-04 00:33:52 UTC,2021-03-09 18:38:20 UTC,research,,https://www.inaturalist.org/observations/70528957,https://static.inaturalist.org/photos/114676617/medium.jpg,,"","",1,0,false,3,"NW 71st Ave, Ridgefield, WA, US",45.8532296727,-122.742680479,8,,,,8,,open,false,,,,Clark,Washington,United States,Washington,Clark,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,1-29% of the canopy is unhealthy,,2-3,,Not sure,No selection,Small,Rural,Forest edge,"Low - fairly natural, not much development",Seasonally flooded area,,Middle of a slope,,,,Yes,""
70569043,Thu Mar 04 2021 11:53:27 GMT-0800 (PST),2021-03-04,2021-03-04 11:53:27 UTC,UTC,3889151,david_morgan,David Morgan,2021-03-04 19:55:58 UTC,2021-03-04 21:27:37 UTC,needs_id,,https://www.inaturalist.org/observations/70569043,https://static.inaturalist.org/photos/114750708/medium.jpg,,"","",0,0,false,3,"Ridgefield, WA, US",45.8622805453,-122.7444118239,4,,,,4,,open,false,,,,Clark,Washington,United States,Washington,Clark,"",Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,1-29% of the canopy is unhealthy,,1,,No,No selection,Medium,Rural,Forest edge,"None - natural forest, far from development",Upland or well drained,,Top of slope,,,,Yes,""
70573673,Thu Mar 04 2021 12:04:22 GMT-0800 (PST),2021-03-04,2021-03-04 12:04:22 UTC,UTC,3889151,david_morgan,David Morgan,2021-03-04 21:25:24 UTC,2021-03-09 18:34:21 UTC,research,,https://www.inaturalist.org/observations/70573673,https://static.inaturalist.org/photos/114757835/medium.jpg,,"","",1,0,false,3,"NW Lancaster Rd, Ridgefield, WA, US",45.861050209,-122.7463806898,4,,,,4,,open,false,,,,Clark,Washington,United States,Washington,Clark,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium,Rural,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,,No selection,,,,Yes,""
70820202,Mon Mar 08 2021 08:22:21 GMT-0800 (PST),2021-03-08,2021-03-08 08:22:21 UTC,UTC,3889151,david_morgan,David Morgan,2021-03-08 16:24:49 UTC,2021-03-13 03:28:30 UTC,research,,https://www.inaturalist.org/observations/70820202,https://static.inaturalist.org/photos/115201679/medium.jpg,,"","",1,0,false,3,"Ridgefield, WA, US",45.8489773315,-122.7544119642,268,,,,268,,open,false,,,,Clark,Washington,United States,Washington,Clark,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,,1,,No,No selection,Small,Rural,Inside a forest canopy,"None - natural forest, far from development",Seasonally flooded area,,Area is flat (e.g. field),,,,Yes,""
70985842,2021-03-10 3:40:37 PM PST,2021-03-10,2021-03-10 15:40:37 UTC,UTC,2785976,alexis_mushroom,Alexis Evans,2021-03-11 05:53:20 UTC,2022-10-14 17:54:26 UTC,research,,https://www.inaturalist.org/observations/70985842,https://static.inaturalist.org/photos/115498377/medium.jpeg,,"",,1,0,false,2,"Lents, Portland, OR, USA",45.4733722222,-122.5517944444,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)",0,0,0,"Yes (please elaborate in Notes, add Picture if possible)",,,,,,,,,,,,,Tree was cut back recently before photo was taken
71720072,2021-03-20,2021-03-20,,Edinburgh,3218614,jemmamontgomery,Jemma Montgomery,2021-03-21 17:25:03 UTC,2021-03-23 04:56:14 UTC,research,,https://www.inaturalist.org/observations/71720072,https://static.inaturalist.org/photos/116810916/medium.jpeg,,"",,1,0,false,,Riverview Nature Area,45.457253,-122.674974,23,,,,23,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,2-3,,Not sure,No selection,Medium,Urban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,,Top of slope,,,,No preference,
71825898,2021-03-22 2:09:14 PM PDT,2021-03-22,2021-03-22 21:09:14 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-03-22 21:10:19 UTC,2021-03-23 04:43:43 UTC,research,,https://www.inaturalist.org/observations/71825898,https://static.inaturalist.org/photos/117002711/medium.jpeg,,"",,1,0,false,2,"NE Sandy & 165th, Portland, OR 97230, USA",45.5487888889,-122.4908416667,,,,,,,open,false,gps,gps,,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,,Large,Urban,,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",,,Top of slope,,,,,"Four or so other trees around it, all healthy. Next to a road, but was on the property of a supplier of red cedar boards and pallets."
71979089,2020-12-01,2020-12-01,,Edinburgh,4137758,chazzim91,,2021-03-24 22:33:28 UTC,2021-03-24 22:33:28 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/71979089,,,"",Two cedars died at the the corner of SW Martha St and 49th Dr.  Die-off occurred over the space of one year.,0,0,true,,Corner of SW Martha St and SW 49th Dr,45.336908,-122.69333,2982,,,,2982,,,false,,,,Clackamas,Oregon,United States,Oregon,Clackamas,Dead cedar,,,,,Tree is dead,,tree is dead,,2-3,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,Middle of a slope,,,,No Thanks,Not my trees.  Spotted in neighborhood
72022600,2019-06-03,2019-06-03,,Edinburgh,4139889,degninc,,2021-03-25 15:45:08 UTC,2021-03-25 15:50:42 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/72022600,,,"","Cedars dying throughout our neighborhood.   Some die within a month with complete loss of folliage (12 trees across the street, 3 more up the street).  Others, like the tree in my yard, experience a slow die-off starting with thinning at the top and slowly moving down the tree.  Suspect rapid die-off is result of tree weakening and subject to pests or infection.         Below describes the dying tree in my yard.  Decline first observed summer of 2019.",0,0,false,,"10734 SW 11th Drive, Portland OR 97219",45.447609,-122.689683,2,,,,2,,,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,dying western red cedars,,,,,Thinning Canopy,,30-59% of the canopy is unhealthy,,More than 10,,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Other,,Middle of a slope,,,,Yes,
72065430,2021-03-25 1:22:52 PM PDT,2021-03-25,2021-03-25 20:22:52 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-03-26 03:16:19 UTC,2022-05-09 04:02:33 UTC,research,,https://www.inaturalist.org/observations/72065430,https://static.inaturalist.org/photos/117433852/medium.jpeg,,"",,1,0,false,2,"Bolton, West Linn, OR, USA",45.3711388889,-122.6151611111,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,No selection,Suburban,Forest edge,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,,,,No Selection,Just planted. Seems to be a movent to plant new saplings to reintroduce them into the park.
72065878,2021-03-25 1:20:39 PM PDT,2021-03-25,2021-03-25 20:20:39 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-03-26 03:26:22 UTC,2022-10-14 17:57:27 UTC,research,,https://www.inaturalist.org/observations/72065878,https://static.inaturalist.org/photos/117444366/medium.jpeg,,"",,1,0,false,2,"Bolton, West Linn, OR, USA",45.3716305556,-122.6156833333,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)",0,0,0,Not sure,,Small (can wrap hands around trunk),,,"Medium (moderately used trails, etc)",,,,,,,,Planted within the last year. Part of the movement to bring more trees into the park.
72072083,2021-03-25 1:15:10 PM PDT,2021-03-25,2021-03-25 20:15:10 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-03-26 06:15:27 UTC,2022-10-14 17:57:57 UTC,research,,https://www.inaturalist.org/observations/72072083,https://static.inaturalist.org/photos/117446907/medium.jpeg,,"",,1,0,false,2,"Bolton, West Linn, OR, USA",45.3722361111,-122.6171166667,,,,,,,open,false,gps,gps,,Clackamas,Oregon,United States,Oregon,Clackamas,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,,Large (too big to wrap arms around trunk),,,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,Top of slope,,,,No Selection,One of the few red cedar in this park. The largest one and is far away from the trail. No signs of damage or issues.
72216210,2021-03-27 1:47:11 PM PDT,2021-03-27,2021-03-27 20:47:11 UTC,Pacific Time (US & Canada),1075602,geographerdave,David Anderson,2021-03-27 23:16:55 UTC,2021-05-07 02:50:20 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/72216210,https://inaturalist-open-data.s3.amazonaws.com/photos/117702462/medium.jpeg,,"","two dead tress, rest yellowing foliage",1,0,false,2,"Ridgefield, WA 98642, USA",45.835125,-122.7500916667,,,,,,,open,false,gps,gps,,Clark,Washington,United States,Washington,Clark,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Yellowing Canopy,,tree is dead,,4-6,,"Yes (please elaborate in Notes, add Picture if possible)",Other (please describe in Notes),Large (too big to wrap arms around trunk),Rural,Other,"Low - fairly natural, not much development",Seasonally flooded area,,Area is flat (e.g. field),,,,Yes,near small stream.  two moderately large trees are dead.  others in area have thin and yellowing foliage.  In Ridgefield NWR in area where douglas fir are being removed to promote oak woodland habitat.
72231921,2021-03-27,2021-03-27,,Pacific Time (US & Canada),1151749,hermanm1,,2021-03-28 02:37:17 UTC,2021-03-28 02:37:17 UTC,casual,,https://www.inaturalist.org/observations/72231921,,,"",multiple trees are dying by Ash Creek,0,0,false,,Ash Creek Woods,45.460528,-122.738275,,,,,,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,,4-6,,Not sure,No selection,Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,,Middle of a slope,,,,Yes,
72288005,2021-03-28,2021-03-28,,Pacific Time (US & Canada),4151301,ellisb3,,2021-03-28 18:21:54 UTC,2021-04-13 04:22:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72288005,https://inaturalist-open-data.s3.amazonaws.com/photos/117831262/medium.jpg,,"",,1,0,false,,"4548 NE Failing St, Portland, OR 97213",45.5510289722,-122.6162419722,,,,,,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,,30-59% of the canopy is unhealthy,,0,,Not sure,Other (please describe in Notes),Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,Not Sure,No Selection,,No selection,,,,No Selection,bole of the trees are pitching out
72407726,2021-03-29 4:43:34 PM PDT,2021-03-29,2021-03-29 23:43:34 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-03-30 00:12:35 UTC,2022-10-14 17:59:23 UTC,research,,https://www.inaturalist.org/observations/72407726,https://static.inaturalist.org/photos/118047761/medium.jpeg,,"",,1,0,false,2,"Ashcreek, Portland, OR, USA",45.4585916667,-122.7203472222,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,,Medium (can wrap arms around trunk),,,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",,,Top of slope,,,,,""
72428716,2021-03-29 6:23:56 PM PDT,2021-03-29,2021-03-30 01:23:56 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-03-30 07:50:41 UTC,2022-10-14 18:00:36 UTC,research,,https://www.inaturalist.org/observations/72428716,https://static.inaturalist.org/photos/118088186/medium.jpeg,,"",,1,0,false,2,"Crestwood, Portland, OR 97219, USA",45.4576027778,-122.7227305556,,,,,,,open,false,gps,gps,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)",,0,,"Yes (please elaborate in Notes, add Picture if possible)",,Large (too big to wrap arms around trunk),,,"Medium (moderately used trails, etc)",,,,,,,,Different fungus attacking the lower trunk. Larvae nesting beneath the bark. Fungi also present on neighbouring douglas firs and affecting them as well.
72544980,Wed Mar 31 2021 11:18:36 GMT-0700 (PDT),2021-03-31,2021-03-31 18:18:36 UTC,Pacific Time (US & Canada),589010,e1m2silva,Ellen Silva,2021-03-31 18:23:04 UTC,2022-10-06 19:54:35 UTC,research,,https://www.inaturalist.org/observations/72544980,https://inaturalist-open-data.s3.amazonaws.com/photos/118295552/medium.jpg,,"","",1,0,false,3,"SE Gabbert Rd, Gresham, OR, US",45.4732509284,-122.424381897,5,,,,5,,open,false,,,,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Yellowing Canopy,,60-99% of the canopy is unhealthy,,0,,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Small (can wrap hands around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,Top of slope,,,,Yes,Young tree could have been planted in last few years
