"","field_1","id","latitude.x","longitude.x","place_town","place_coun","DN_AM1","DN_AF1","DN_PM1","area_id","city_id","grade","fill","label","name","category_i","sheets","area","bounds","label_coor","residentia","commercial","industrial","observed_on_string","observed_on","time_observed_at","time_zone","user_id","user_login","user_name","created_at","updated_at","quality_grade","license","url","image_url","sound_url","tag_list","description","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","latitude.y","longitude.y","positional_accuracy","private_place_guess","private_latitude","private_longitude","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","place_town_name","place_county_name","place_state_name","place_country_name","place_admin1_name","place_admin2_name","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","field.tree.canopy.symptoms","field.optional...did.the.tree.have.heat.damage","field.percent.canopy.affected....","field.dieback.percent","field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.","field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy","field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.","field.optional...what..other.factors..were.observed.","field.optional...tree.size","field.optional...site.type","field.optional...site.location.description","field.optional...site.area.disturbance.level","field.optional...site.hydrology","field.optional...access.to.water","field.optional...slope.position","field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.","field.optional...timing.of.symptoms.estimate","field.optional...estimated.time.spent.to.make.this.observation....of.minutes.","field.optional...can.we.follow.up.with.you.","field.tree.number..from.google.map..if.applicable","field.notes","mean.temp.daily","dist.from.mean.daily","Area","dist.from.mean.am","dist.from.mean.af","dist.from.mean.pm","OBJECTID","TRACTCE10","GEOID10","CountyFIPS","County10","Diesel_PM2","Diesel_Ran","Ozone_Conc","Ozone_Rank","PM2_5","PM2_5_Rank","Proximity_","Proximit_1","Toxic_Rele","RSEI_Rank","Lead_Risk_","Lead_Ris_1","PTSDFs","PTSDF_Rank","PNPL","PNPL_Rank","PRMP","PRMP_Rank","PWDIS","WDIS_Rank","LEP","LEP_Rank","No_HS_Dipl","No_HS_Di_1","POC","POC_Rank","Poverty","Poverty_Ra","Transporta","Transpor_1","Unaffordab","Unafford_1","Unemployed","Unemploy_1","CVD","CVD_Rank","LBW","LBW_Rank","Environmen","Environm_1","Socioecono","Sensitive_","Environm_2","SHAPE_Leng","SHAPE_Area","Percent.Dieback.Modified","user.estimated.dieback","tree.size.simplified","binary.tree.canopy.symptoms","ordinal.tree.canopy.symptoms","reclassified.tree.canopy.symptoms","top.dieback","thinning","dead","field.dieback.prop"
"350",267,107224461,47.6912083333,-122.302345,"","King",62.437183380127,88.7295227050781,84.162239074707,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"Mon Feb 21 2022 15:32:08 GMT-0800 (PST)","2022-02-21","2022-02-21 23:32:08 UTC","Pacific Time (US & Canada)",5231089,"lyndsayf","","2022-02-22 01:44:26 UTC","2022-03-02 02:14:04 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/107224461","https://inaturalist-open-data.s3.amazonaws.com/photos/180296329/medium.jpg",NA,"","",1,0,"false",3,"NE 86th St, Seattle, WA, US",47.6912083333,-122.302345,14,"",NA,NA,14,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","No","30-59% of the canopy is unhealthy",40,"0",0,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Other","Tree has access to water year round (watered in summer or near permanent water source)","Lower slope","No","This is the first time I have seen this tree","30","Yes","43","",78.4429817199707,0.709329817911353,"King County",2.79596565865182,-0.498580155402365,-0.169396049515385,1106,2100,53033002100,33,"King",22.271475,10,47.30986023,1,0.45953678,7,140719.38,9,3413.18,8,25.3,9,1.248369064,6,0.075497862,5,0.154267237,4,1.3613e-05,5,3.47,5,1.44,1,28.94,6,12.96,3,20,2,23.67,3,3.9,4,185.37,5,1.42,3,8,7,1,3,5,7307.03315689962,3012222.71032713,30,"Yes","Large","Unhealthy","Unhealthy","Other","No","No","No",0.4
"351",268,107224666,47.50417444,-122.14826208,"Renton City Limits","King",59.906925201416,88.9954299926758,84.9608459472656,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-20 11:28:51","2022-02-20","2022-02-20 11:28:51 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-22 01:48:15 UTC","2022-03-17 01:26:39 UTC","research","","https://www.inaturalist.org/observations/107224666","https://static.inaturalist.org/photos/180296894/medium.jpeg",NA,"","0% of canopy is above pavement. Signs of heat damage on tips of needles closer to the street, on the bottom half of the tree. Crown appears to be thinning.",1,0,"false",2,"East Renton Highlands, WA, USA",47.50417444,-122.14826208,6,"",NA,NA,6,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"0",0,"Not sure","Invasive plants present or growing on tree","Medium (can wrap arms around trunk)","Urban","Roadside","Medium (moderately used trails, etc)","","Tree does not typically have access to water in summer","Top of slope","","This is the first time I have seen this tree","","","28","",77.9544003804525,0.220748478393119,"King County",0.265707479940879,-0.232672867804709,0.629210823043223,1110,25101,53033025101,33,"King",5.293448,4,53.9449501,6,0.375563847,3,74785.53,6,7588.273333,10,6.51,3,1.781160354,7,0.511061412,10,0.137167807,4,NA,NA,19.03,10,10.2,8,53.71,9,19.46,5,21,3,36.08,8,4.3,5,298.39,10,0.91,2,6,5,8,6,7,11382.4678390849,6430152.05211078,0,"Yes","Medium","Healthy","Healthy","Healthy","No","No","No",0
"352",269,107224907,47.6911866667,-122.3025283333,"","King",62.4315605163574,88.6372909545898,84.1631927490234,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"Mon Feb 21 2022 15:34:36 GMT-0800 (PST)","2022-02-21","2022-02-21 23:34:36 UTC","Pacific Time (US & Canada)",5231089,"lyndsayf","","2022-02-22 01:52:15 UTC","2022-02-22 06:46:35 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/107224907","https://inaturalist-open-data.s3.amazonaws.com/photos/180297431/medium.jpg",NA,"","",1,0,"false",3,"NE 86th St, Seattle, WA, US",47.6911866667,-122.3025283333,14,"",NA,NA,14,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",0,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree does not typically have access to water in summer","Lower slope","No","This is the first time I have seen this tree","25","Yes","25","",78.4106814066569,0.677029504597556,"King County",2.79034279488229,-0.590811905890646,-0.168442375198964,1106,2100,53033002100,33,"King",22.271475,10,47.30986023,1,0.45953678,7,140719.38,9,3413.18,8,25.3,9,1.248369064,6,0.075497862,5,0.154267237,4,1.3613e-05,5,3.47,5,1.44,1,28.94,6,12.96,3,20,2,23.67,3,3.9,4,185.37,5,1.42,3,8,7,1,3,5,7307.03315689962,3012222.71032713,0,"Yes","Large","Healthy","Healthy","Healthy","No","No","No",0
"353",270,107225052,47.50416687,-122.14647305,"Renton City Limits","King",59.8347930908203,88.8252487182617,85.2631759643555,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-20 11:37:59","2022-02-20","2022-02-20 11:37:59 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-22 01:54:02 UTC","2022-03-17 01:24:10 UTC","research","","https://www.inaturalist.org/observations/107225052","https://static.inaturalist.org/photos/180297674/medium.jpeg",NA,"","Signs of heat damage on needles, on all sides and heights of tree, thinning canopy, and extra cone crop",1,0,"false",2,"East Renton Highlands, WA, USA",47.50416687,-122.14647305,7,"",NA,NA,7,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Yes (please include photo)","30-59% of the canopy is unhealthy",50,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","Needle or leaf disease (dieback, checking, blight, etc.)","Large (too big to wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree does not typically have access to water in summer","Area is flat (e.g. field)","No","This is the first time I have seen this tree","","","29","Thinning canopy and extra cone crop",77.9744059244792,0.240754022419821,"King County",0.193575369345176,-0.402854142218771,0.931540840133067,1110,25101,53033025101,33,"King",5.293448,4,53.9449501,6,0.375563847,3,74785.53,6,7588.273333,10,6.51,3,1.781160354,7,0.511061412,10,0.137167807,4,NA,NA,19.03,10,10.2,8,53.71,9,19.46,5,21,3,36.08,8,4.3,5,298.39,10,0.91,2,6,5,8,6,7,11382.4678390849,6430152.05211078,30,"Yes","Large","Unhealthy","Unhealthy","Thinning Canopy","No","Yes","No",0.5
"354",272,107439069,47.4729583333,-122.223275,"Renton City Limits","King",62.768253326416,90.7110824584961,89.6410369873047,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"Tue Feb 22 2022 14:05:07 GMT-0800 (PST)","2022-02-22","2022-02-22 22:05:07 UTC","Pacific Time (US & Canada)",500327,"jmhulbert","Joey H","2022-02-25 22:02:38 UTC","2022-02-28 17:15:16 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/107439069","https://inaturalist-open-data.s3.amazonaws.com/photos/180700718/medium.jpg",NA,"","",2,0,"false",3,"Lind Ave SW, Renton, WA, US",47.4729583333,-122.223275,4,"",NA,NA,4,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","No selection","1-29% of the canopy is unhealthy",10,"0",100,"Not sure","No selection","Medium (can wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree does not typically have access to water in summer","Area is flat (e.g. field)","No","No selection","5","No Selection","extra tree","",81.0401242574056,3.30647235534624,"King County",3.12703560494088,1.4829795980156,5.30940186308229,782,26200,53033026200,33,"King",21.402667,10,51.01895905,4,0.452336789,6,255000,10,10398.96667,10,12.52,6,5.411512697,10,0.237104568,9,1.405189904,9,0.036050259,10,16.36,9,13,9,64.55,10,20.19,5,19,1,44.93,10,8.3,9,159.58,4,2.91,8,10,10,9,6,10,26191.7336214539,34475678.5748813,1,"Yes","Medium","Unhealthy","Unhealthy","Other","No","No","No",0.1
"355",274,107502297,47.44512209,-122.19121544,"Renton City Limits","King",61.5186004638672,90.2313537597656,87.0679931640625,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-25 17:27:16","2022-02-25","2022-02-25 17:27:16 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 20:32:02 UTC","2022-03-17 01:20:11 UTC","research","","https://www.inaturalist.org/observations/107502297","https://static.inaturalist.org/photos/180818910/medium.jpeg",NA,"","",2,0,"false",2,"Renton, WA 98055, USA",47.44512209,-122.19121544,8,"",NA,NA,8,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","Yes (please include photo)","1-29% of the canopy is unhealthy",5,"1",50,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)","Medium (can wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree does not typically have access to water in summer","Middle of a slope","No","","","","31","Signs of insect damage on branches, paths bored into wood",79.6059824625651,1.87233056050576,"King County",1.87738274239205,1.00325089928513,2.7363580398401,1096,29303,53033029303,33,"King",12.747809,8,53.5291481,5,0.421733066,5,129000,8,7649.103333,10,4.71,2,7.550531726,10,0.313960041,9,1.561257298,9,0.000620741,9,9.13,8,6.25,5,60.38,10,19.01,5,21,3,36.74,8,3.1,3,187.16,5,3.15,9,9,9,7,8,9,11958.2556107735,7884896.05897572,1,"Yes","Medium","Unhealthy","Unhealthy","Other","No","No","No",0.05
"356",275,107502653,47.52748791,-122.19923301,"Renton City Limits","King",60.496639251709,89.3947982788086,85.524772644043,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-26 12:31:28","2022-02-26","2022-02-26 12:31:28 UTC","UTC",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 20:37:04 UTC","2022-03-17 01:16:10 UTC","research","","https://www.inaturalist.org/observations/107502653","https://static.inaturalist.org/photos/180820488/medium.jpeg",NA,"","",1,0,"false",2,"Kennydale, Renton, WA 98056, USA",47.52748791,-122.19923301,3,"",NA,NA,3,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","Fungal Activitiy (mycelial fans, bleeding cankers, mushrooms at base, or conks on trunk)","","","","","","","","","This is the first time I have seen this tree","","","46","Frass or yellow mold, noticeable amount of sap",78.4720700581868,0.738418156127494,"King County",0.855421530233848,0.166695418328104,1.19313751982058,910,25301,53033025301,33,"King",18.142142,9,51.98733139,4,0.426057088,5,175000,9,9521,10,12.71,6,3.006954562,8,1.333761743,10,0.298805706,6,7.438e-06,4,15.15,9,8.55,7,39.65,8,18,4,19,1,41.09,9,4.1,5,148.02,3,3.76,10,9,8,7,7,9,21832.4139119477,12817728.5587987,0,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"357",276,107503341,47.52348504,-122.2049297,"Renton City Limits","King",62.8230628967285,89.6321868896484,87.0797348022461,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-26 12:42:52","2022-02-26","2022-02-26 20:42:52 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 20:47:08 UTC","2022-03-17 01:14:01 UTC","research","","https://www.inaturalist.org/observations/107503341","https://static.inaturalist.org/photos/180821853/medium.jpeg",NA,"","",2,0,"false",2,"Kennydale, Renton, WA 98056, USA",47.52348504,-122.2049297,6,"",NA,NA,6,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Yes (please include photo)","1-29% of the canopy is unhealthy",30,"2-3",100,"Not sure","Invasive plants present or growing on tree","Large (too big to wrap arms around trunk)","Suburban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","","Tree does not typically have access to water in summer","Area is flat (e.g. field)","No","This is the first time I have seen this tree","","","65","",79.8449948628743,2.11134296081499,"King County",3.18184517525337,0.404084029167947,2.74809967802369,910,25301,53033025301,33,"King",18.142142,9,51.98733139,4,0.426057088,5,175000,9,9521,10,12.71,6,3.006954562,8,1.333761743,10,0.298805706,6,7.438e-06,4,15.15,9,8.55,7,39.65,8,18,4,19,1,41.09,9,4.1,5,148.02,3,3.76,10,9,8,7,7,9,21832.4139119477,12817728.5587987,1,"Yes","Large","Unhealthy","Unhealthy","Thinning Canopy","No","Yes","No",0.3
"358",277,107505113,47.52758532,-122.19460508,"Renton City Limits","King",58.9658050537109,88.4371032714844,83.9346466064453,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-26 12:54:27","2022-02-26","2022-02-26 20:54:27 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:10:44 UTC","2022-03-17 01:10:40 UTC","research","","https://www.inaturalist.org/observations/107505113","https://static.inaturalist.org/photos/180823866/medium.jpeg",NA,"","Understory does not consist of any pavement or impervious surface ",3,0,"false",2,"Newcastle, WA 98056, USA",47.52758532,-122.19460508,8,"",NA,NA,8,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","Not Sure","Healthy, no dieback(0%)",20,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","Needle or leaf disease (dieback, checking, blight, etc.)","Medium (can wrap arms around trunk)","Other","Inside a forest canopy","Medium (moderately used trails, etc)","","","Middle of a slope","Not sure","This is the first time I have seen this tree","","","68","Needle blight",77.1125183105469,-0.621133591512475,"King County",-0.675412667764199,-0.790999588996115,-0.396988517777089,1008,24702,53033024702,33,"King",10.540949,7,53.9449501,6,0.414985401,4,160000,9,9192.666667,10,5.83,3,1.351774926,6,0.849212178,10,0.126970925,3,2.952e-06,3,10.85,8,3.51,3,41.5,8,4.89,1,22,4,25.47,3,3.2,3,221.58,8,2.98,9,9,6,3,9,9,19123.6575468779,15765773.4474287,0,"Yes","Medium","Unhealthy","Unhealthy","Other","No","No","No",0.2
"359",278,107505451,47.52640526,-122.19375581,"Renton City Limits","King",58.4155883789062,89.2339553833008,83.8350372314453,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-26 13:06:21","2022-02-26","2022-02-26 21:06:21 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:15:03 UTC","2022-03-17 01:06:20 UTC","research","","https://www.inaturalist.org/observations/107505451","https://static.inaturalist.org/photos/180824581/medium.jpeg",NA,"","No concrete or impervious surface in tree's understory. Signs of heat dome effect.",3,0,"false",2,"Newcastle, WA 98056, USA",47.52640526,-122.19375581,8,"",NA,NA,8,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Yes (please include photo)","1-29% of the canopy is unhealthy",20,"0",NA,"Not sure","Needle or leaf disease (dieback, checking, blight, etc.)","Large (too big to wrap arms around trunk)","Suburban","Urban yard or open park grounds","","","","","","This is the first time I have seen this tree","","","64","",77.1615269978841,-0.57212490417524,"King County",-1.22562934256889,0.00585252282029103,-0.496597892777089,1008,24702,53033024702,33,"King",10.540949,7,53.9449501,6,0.414985401,4,160000,9,9192.666667,10,5.83,3,1.351774926,6,0.849212178,10,0.126970925,3,2.952e-06,3,10.85,8,3.51,3,41.5,8,4.89,1,22,4,25.47,3,3.2,3,221.58,8,2.98,9,9,6,3,9,9,19123.6575468779,15765773.4474287,1,"Yes","Large","Unhealthy","Unhealthy","Thinning Canopy","No","Yes","No",0.2
"360",279,107505981,47.52642809,-122.19394692,"Renton City Limits","King",58.4624824523926,89.1920394897461,83.8197402954102,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-26 13:11:08","2022-02-26","2022-02-26 21:11:08 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:22:26 UTC","2022-03-17 01:02:43 UTC","research","","https://www.inaturalist.org/observations/107505981","https://static.inaturalist.org/photos/180825362/medium.jpeg",NA,"","Substitute tree for #68, same avg temp value. No concrete or impervious surface in understory. Signs of heat dome effect. No visible cone crop.",2,0,"false",2,"Newcastle, WA 98056, USA",47.52642809,-122.19394692,9,"",NA,NA,9,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Yes (please include photo)","1-29% of the canopy is unhealthy",30,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)","Medium (can wrap arms around trunk)","Suburban","Roadside","","","","","","","","","60","Frass, holes on tree trunk",77.1580874125163,-0.575564489543069,"King County",-1.17873526908256,-0.0360633707343965,-0.511894828812245,1008,24702,53033024702,33,"King",10.540949,7,53.9449501,6,0.414985401,4,160000,9,9192.666667,10,5.83,3,1.351774926,6,0.849212178,10,0.126970925,3,2.952e-06,3,10.85,8,3.51,3,41.5,8,4.89,1,22,4,25.47,3,3.2,3,221.58,8,2.98,9,9,6,3,9,9,19123.6575468779,15765773.4474287,1,"Yes","Medium","Unhealthy","Unhealthy","Thinning Canopy","No","Yes","No",0.3
"361",280,107506213,47.52517588,-122.19430265,"Renton City Limits","King",58.921028137207,89.1788864135742,84.2797470092773,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-26 13:16:26","2022-02-26","2022-02-26 21:16:26 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:25:27 UTC","2022-03-17 00:59:54 UTC","research","","https://www.inaturalist.org/observations/107506213","https://static.inaturalist.org/photos/180825738/medium.jpeg",NA,"","Substitute for #18 since it is nearby but inaccessible, same avg temp area. Small signs of heat dome effect, relatively minimal. No visible cone crop.",2,0,"false",2,"Newcastle, WA 98056, USA",47.52517588,-122.19430265,8,"",NA,NA,8,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Branch Dieback or 'Flagging'","Yes (please include photo)","1-29% of the canopy is unhealthy",5,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","","","","","","","","","","","","","18","Construction site and overflowing silt/gravel may be affecting branches or tree health.",77.4598871866862,-0.273764715373147,"King County",-0.720189584268105,-0.0492164469062715,-0.0518881149450579,1008,24702,53033024702,33,"King",10.540949,7,53.9449501,6,0.414985401,4,160000,9,9192.666667,10,5.83,3,1.351774926,6,0.849212178,10,0.126970925,3,2.952e-06,3,10.85,8,3.51,3,41.5,8,4.89,1,22,4,25.47,3,3.2,3,221.58,8,2.98,9,9,6,3,9,9,19123.6575468779,15765773.4474287,1,"Yes","","Unhealthy","Unhealthy","Other","No","No","No",0.05
"362",281,107506569,47.52457841,-122.19390803,"Renton City Limits","King",59.2188568115234,89.4259185791016,84.5813217163086,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-26 13:25:27","2022-02-26","2022-02-26 21:25:27 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:30:12 UTC","2022-03-17 00:56:33 UTC","research","","https://www.inaturalist.org/observations/107506569","https://static.inaturalist.org/photos/180826249/medium.jpeg",NA,"","Some signs of heat dome effect.",2,0,"false",2,"Newcastle, WA 98056, USA",47.52457841,-122.19390803,9,"",NA,NA,9,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Yes (please include photo)","30-59% of the canopy is unhealthy",50,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)","Large (too big to wrap arms around trunk)","Suburban","Urban yard or open park grounds","","","Not sure","","","This is the first time I have seen this tree","","","26","May be frass on the trunk, in addition to some holes and invasive ivy growing on tree",77.7420323689779,0.00838046691850991,"King County",-0.422360909951699,0.197815718621072,0.249686592086192,1008,24702,53033024702,33,"King",10.540949,7,53.9449501,6,0.414985401,4,160000,9,9192.666667,10,5.83,3,1.351774926,6,0.849212178,10,0.126970925,3,2.952e-06,3,10.85,8,3.51,3,41.5,8,4.89,1,22,4,25.47,3,3.2,3,221.58,8,2.98,9,9,6,3,9,9,19123.6575468779,15765773.4474287,30,"Yes","Large","Unhealthy","Unhealthy","Thinning Canopy","No","Yes","No",0.5
"363",282,107507103,47.52145343,-122.18882601,"Renton City Limits","King",57.979118347168,89.0322952270508,84.0938720703125,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-26 13:35:47","2022-02-26","2022-02-26 21:35:47 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:39:09 UTC","2022-03-17 00:53:05 UTC","research","","https://www.inaturalist.org/observations/107507103","https://static.inaturalist.org/photos/180827992/medium.jpeg",NA,"","Signs of heat dome effect.",3,0,"false",2,"Newcastle, WA 98056, USA",47.52145343,-122.18882601,7,"",NA,NA,7,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"0",0,"No","","","","","","","","","","","","","24","",77.0350952148438,-0.6985566872156,"King County",-1.66209937430717,-0.195807633429709,-0.237763053909902,1008,24702,53033024702,33,"King",10.540949,7,53.9449501,6,0.414985401,4,160000,9,9192.666667,10,5.83,3,1.351774926,6,0.849212178,10,0.126970925,3,2.952e-06,3,10.85,8,3.51,3,41.5,8,4.89,1,22,4,25.47,3,3.2,3,221.58,8,2.98,9,9,6,3,9,9,19123.6575468779,15765773.4474287,0,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"364",283,107508353,47.52145123,-122.1884319,"Renton City Limits","King",57.8889541625977,88.9274597167969,84.1539916992188,NA,NA,"","","",NA,NA,NA,NA,"","",NA,NA,NA,"2022-02-26 13:39:09","2022-02-26","2022-02-26 21:39:09 UTC","Pacific Time (US & Canada)",5293028,"angela_mabel","Angela Mabel Gaither","2022-02-26 21:57:16 UTC","2022-03-17 00:51:10 UTC","research","","https://www.inaturalist.org/observations/107508353","https://static.inaturalist.org/photos/180829851/medium.jpeg",NA,"","Signs of heat dome effect, no visible cone crop.",2,0,"false",2,"Newcastle, WA 98056, USA",47.52145123,-122.1884319,10,"",NA,NA,10,"","open","false","","","Renton City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"1",33,"No","Invasive plants present or growing on tree","Large (too big to wrap arms around trunk)","Suburban","Urban yard or open park grounds","Low - fairly natural, not much development","","Tree does not typically have access to water in summer","Lower slope","Yes (please identify other species in notes)","This is the first time I have seen this tree","","","21","Nearby Himalayan blackberry thinning",76.9901351928711,-0.743516709188256,"King County",-1.75226355887748,-0.300643143683615,-0.177643425003652,1008,24702,53033024702,33,"King",10.540949,7,53.9449501,6,0.414985401,4,160000,9,9192.666667,10,5.83,3,1.351774926,6,0.849212178,10,0.126970925,3,2.952e-06,3,10.85,8,3.51,3,41.5,8,4.89,1,22,4,25.47,3,3.2,3,221.58,8,2.98,9,9,6,3,9,9,19123.6575468779,15765773.4474287,0,"Yes","Large","Healthy","Healthy","Healthy","No","No","No",0
