id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:dieback percent,field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
66054060,2020-12-03 10:56:37 AM PST,2020-12-03,2020-12-03 10:56:37 UTC,UTC,3796595,pfischerkc,,2020-12-03 19:00:22 UTC,2021-05-07 19:16:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66054060,https://inaturalist-open-data.s3.amazonaws.com/photos/106405159/medium.jpeg,,"",,1,0,false,2,"Inglewood-Finn Hill, Kirkland, WA 98034, USA",47.7240478,-122.24479483,8,,,,8,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),,60-99% of the canopy is unhealthy,,0,,Not sure,"Fungal Activitiy (mycelial fans, mushrooms at base, or conks on trunk)",,Natural Forest,Inside a forest canopy,,Upland or well drained,,No selection,,,,No Selection,"about 2/3 topkill, flagging on remaining 1/3. white fjng"
66054151,2020-12-03 11:01:13 AM PST,2020-12-03,2020-12-03 11:01:13 UTC,UTC,3796595,pfischerkc,,2020-12-03 19:03:04 UTC,2020-12-03 20:07:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66054151,https://inaturalist-open-data.s3.amazonaws.com/photos/106405367/medium.jpeg,,"",,1,0,false,2,"Inglewood-Finn Hill, Kirkland, WA 98034, USA",47.72321235,-122.24449684,7,,,,7,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,,1,,Not sure,No selection,,Natural Forest,Inside a forest canopy,,Upland or well drained,,Area is flat (e.g. field),,,,Yes,""
66062190,2020-12-03 1:48:33 PM PST,2020-12-03,2020-12-03 13:48:33 UTC,UTC,3796595,pfischerkc,,2020-12-03 21:52:29 UTC,2021-12-10 20:49:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66062190,https://inaturalist-open-data.s3.amazonaws.com/photos/106418527/medium.jpeg,,"",,1,0,false,2,"Inglewood-Finn Hill, Kirkland, WA 98034, USA",47.7237474,-122.2460907,142,,,,142,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,,4-6,,"Yes (please elaborate in Notes, add Picture if possible)","Fungal Activitiy (mycelial fans, mushrooms at base, or conks on trunk)",,Urban Natural,Forest edge,,Upland or well drained,,Area is flat (e.g. field),,,,Yes,"patch of dead and dying wrc. one tree has white fungus. mostly small diameter <8"" dbh"
66197132,2020-12-06 9:55:56 AM PST,2020-12-06,2020-12-06 09:55:56 UTC,UTC,3796601,paulwfischer,,2020-12-06 17:59:30 UTC,2021-12-10 20:48:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66197132,https://inaturalist-open-data.s3.amazonaws.com/photos/106666378/medium.jpeg,,"",,1,0,false,2,"Seward Park, Seattle, WA 98118, USA",47.54998579,-122.25541078,9,,,,9,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),,60-99% of the canopy is unhealthy,,4-6,,"Yes (please elaborate in Notes, add Picture if possible)","Insect damage on trunk (holes, frass, galleries, etc.)",,Urban Natural,Forest edge,,Upland or well drained,,Top of slope,,,,Yes,beetle entry holes. adjacent wrc also show dying foliage. all trees are small diameter. adjacent mature DF show signs of armillaria.
66390991,2020-12-10 1:59:41 PM PST,2020-12-10,2020-12-10 13:59:41 UTC,UTC,3892404,andersbm,,2020-12-10 22:02:52 UTC,2021-12-10 20:50:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66390991,https://inaturalist-open-data.s3.amazonaws.com/photos/107016667/medium.jpeg,,"",,1,0,false,2,"King County, US-WA, US",47.5853700039,-121.7307021417,9,"Snoqualmie, WA 98065, USA",47.5338925,-121.79391915,26839,obscured,open,true,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,60-99% of the canopy is unhealthy,,More than 10,,No,No selection,,Suburban,Inside a forest canopy,"Low - fairly natural, not much development",Seasonally flooded area,,Lower slope,,,,No preference,""
67182029,Wed Dec 23 2020 13:33:03 GMT-0800 (PST),2020-12-23,2020-12-23 13:33:03 UTC,UTC,3912149,therickrc,,2020-12-28 07:07:38 UTC,2021-12-10 20:49:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67182029,https://inaturalist-open-data.s3.amazonaws.com/photos/108480231/medium.jpg,,"","",1,0,false,3,"Kingfisher Natural Area On Tc, Seattle, WA, US",47.7023001324,-122.3092648925,21,,,,21,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,,60-99% of the canopy is unhealthy,,2-3,,No,Other (please describe in Notes),,Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Area is flat (e.g. field),,,,Yes,15’ tall with minimal ground cover. Sandy soil.
67542612,Thu Dec 17 2020 14:26:41 GMT-0800 (PST),2020-12-17,2020-12-17 20:26:41 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-01-03 23:39:00 UTC,2021-04-13 05:51:35 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/67542612,https://inaturalist-open-data.s3.amazonaws.com/photos/109149534/medium.jpg,,"",Large WRC on Roy Street median. Located at the sharp decline down to Washington park Arboretum ,0,0,true,3,"E Roy St, Seattle, WA, US",47.6252466667,-122.2997966667,14,,,,14,,open,false,,,,King,Washington,United States,Washington,King,"",Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,,4-6,,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,Next to Roy on a sharp hillside going down the east side of Capitol Hill. other thinning crowns in the area but this is the worst.
67542762,Thu Dec 17 2020 15:47:51 GMT-0800 (PST),2020-12-17,2020-12-17 21:47:51 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-01-03 23:42:07 UTC,2021-04-13 05:52:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67542762,https://inaturalist-open-data.s3.amazonaws.com/photos/109149898/medium.jpg,,"",Located in Interlaken Park.  Many cedars in decline. This was a sapling completely dead except for a small sucker,1,0,false,3,"Interlaken Park, Seattle, WA, US",47.635475,-122.3067633333,4,,,,4,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,,tree is dead,,2-3,,Not sure,No selection,,Other,Inside a forest canopy,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No selection,No selection,"",Yes,Dead except for a sucker coming off the bottom
67548524,Wed Dec 09 2020 16:26:43 GMT-0800 (PST),2020-12-09,2020-12-09 22:26:43 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-01-04 01:32:43 UTC,2021-04-13 05:54:02 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/67548524,https://inaturalist-open-data.s3.amazonaws.com/photos/109160951/medium.jpg,,"",Mystified as to why this confined cedar chopped apart to make way for power lines and next to a busy road is fairly healthy,0,0,true,3,"Belmont Place, Seattle, WA, US",47.6256466667,-122.32447,13,,,,13,,open,false,,,,King,Washington,United States,Washington,King,"",Thuja plicata,western redcedar,Plantae,48252,Healthy,,1-29% of the canopy is unhealthy,,0,,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,,Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,""
67558333,Tue Dec 15 2020 15:15:49 GMT-0800 (PST),2020-12-15,2020-12-15 21:15:49 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-01-04 05:49:31 UTC,2021-01-04 07:41:40 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/67558333,https://inaturalist-open-data.s3.amazonaws.com/photos/109179977/medium.jpg,,"","Healthy, perfect thuja. ",0,0,true,3,"Volunteer Park, Seattle, WA, US",47.6307916667,-122.3163216667,8,,,,8,,open,false,,,,King,Washington,United States,Washington,King,"",Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,2-3,,"Yes (please elaborate in Notes, add Picture if possible)",No selection,,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),,,,Yes,Beautiful and healthy. Trees in the background seem to be thinning. The base of the other trees is treated like a jungle Jim so lots of hard packed and trampled soil
67590491,Tue May 21 2019 15:07:24 GMT-0700 (PDT),2019-05-21,2019-05-21 22:07:24 UTC,Pacific Time (US & Canada),3037001,sinman1,,2021-01-04 22:35:47 UTC,2021-01-05 00:16:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67590491,https://inaturalist-open-data.s3.amazonaws.com/photos/109239920/medium.jpg,,"","",1,0,false,3,"Vashon Island, Vashon, WA, US",47.4658932933,-122.4595996596,24,,,,24,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,"Healthy, no dieback(0%)",,1,,"Yes (please elaborate in Notes, add Picture if possible)",Other (please describe in Notes),,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,,,,No Selection,English ivy
67689415,Wed Jan 06 2021 14:29:23 GMT-0800 (PST),2021-01-06,2021-01-06 20:29:23 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-01-07 02:40:15 UTC,2021-12-10 20:49:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67689415,https://inaturalist-open-data.s3.amazonaws.com/photos/109428410/medium.jpg,,"","",1,0,false,3,"Seward Park, Seattle, WA, US",47.5519633333,-122.2535333333,11,,,,11,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,,More than 10,,Not sure,No selection,,Other,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,,Area is flat (e.g. field),,,,Yes,Lot of dieback in Seward Park.  Many trees have a thin canopy with very vigorous growth on the bottom. half to third of the tree. Not sure if this means that the trees will recover with a dead spike? I am no expert so I would love to hear others opinions.
67737614,Wed Jan 06 2021 15:02:34 GMT-0800 (PST),2021-01-06,2021-01-06 21:02:34 UTC,Central Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-01-08 05:27:34 UTC,2021-01-09 06:50:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67737614,https://inaturalist-open-data.s3.amazonaws.com/photos/109519948/medium.jpg,,"","Located near a seasonal small waterway near a busy path. Again, very vigorous growth towards the bottom with unhealthy crowns",1,0,false,3,"Seward Park, Seattle, WA, US",47.5526916667,-122.2513966667,11,,,,11,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,60-99% of the canopy is unhealthy,,More than 10,,Not sure,Other (please describe in Notes),,Other,Inside a forest canopy,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Seasonally flooded area,,Area is flat (e.g. field),,,,Yes,Right next to a heavily used trail. Soil appeared quite packed and trampled. Vigorous growth towards the bottom with unhealthy crowns.  It seems like Cedars growing in dryer areas of Seward Park are mor vigorous oddly.
