X,Y,OBJECTID,Inventory_,Species,DBH,Condition,TreeHeight,CrownWidth,CrownWid_1,CollectedB,Notes,CrownBaseH,GlobalID,StaffRevie,created_us,created_da,last_edite,last_edi_1,UserID,Structural,Carbon_Sto,Carbon_S_1,Carbon_Seq,Carbon_S_2,Stormwater,Stormwat_1,Pollution_,Pollutio_1,Total_Annu,Family,Genus,Common_nam,Genus_spec,Functional,Size,Native,Edible,Nuisance,Origin,Species_fa,PropertyID,DN_AF1,lat,lon
-13655747.913738697767258,5713220.584302389994264,"954",2017/05/24 00:00:00.000,THPL,32.600000000000001,Fair,"81","25","26",staff,,"3",{F7B0157A-FC06-4A76-94F8-51EA538587BB},,kasie.auger@portlandoregon.gov,2017/05/24 21:11:59.000,PKJOSHUA,2023/01/11 17:34:58.000,"85",7947.029999999999745,1534.200000000000045,99.510000000000005,20.100000000000001,1.300000000000000,42.100000000000001,2.820000000000000,5.120000000000000,11.300000000000001,9.240000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","119",31.612897872924805,45.5795164200,-122.6716700000
-13647917.388611599802971,5696571.754538640379906,"10657",2017/06/24 00:00:00.000,THPL,29.000000000000000,Fair,"47","15","26",volunteer,,"0",{6F71A946-EBEB-48BA-BE4C-75ECD5982A6F},,TL,2017/06/24 17:21:56.000,PKJOSHUA,2023/01/11 17:34:58.000,"5760",6423.760000000000218,1082.900000000000091,70.239999999999995,16.000000000000000,1.040000000000000,27.199999999999999,1.820000000000000,3.310000000000000,7.300000000000000,6.160000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","63",31.569086074829102,45.4747397100,-122.6013270000
-13647863.688313100486994,5696593.678666399791837,"11059",2017/06/24 00:00:00.000,THPL,22.800000000000001,Fair,"51","27","30",volunteer,,"3",{656C0A63-CFFF-4564-96A2-A8EE2274A4DE},,TL,2017/06/24 17:53:32.000,PKJOSHUA,2023/01/11 17:34:58.000,"5157",3954.969999999999800,606.500000000000000,39.340000000000003,10.000000000000000,0.650000000000000,51.600000000000001,3.450000000000000,6.270000000000000,13.900000000000000,10.369999999999999,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","63",31.651058197021484,45.4748778100,-122.6008450000
-13647866.025460099801421,5696679.905772690661252,"11439",2017/06/24 00:00:00.000,THPL,19.000000000000000,Fair,"46","26","26",volunteer,,"1",{39FE5DFD-AB3C-4E90-AB82-9C52231EDC31},,TL,2017/06/24 17:33:53.000,PKJOSHUA,2023/01/11 17:34:58.000,"5161",2733.949999999999818,378.300000000000011,24.539999999999999,7.100000000000000,0.460000000000000,42.100000000000001,2.810000000000000,5.110000000000000,11.300000000000001,8.390000000000002,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","63",31.692873001098633,45.4754209700,-122.6008660000
-13647865.015851601958275,5696657.706360310316086,"11442",2017/06/24 00:00:00.000,THPL,20.399999999999999,Fair,"47","24","30",volunteer,,"2",{51D63E29-473A-4BC5-949B-0C229798BD8B},,TL,2017/06/24 17:38:47.000,PKJOSHUA,2023/01/11 17:34:58.000,"5164",3157.969999999999800,453.699999999999989,29.430000000000000,8.100000000000000,0.530000000000000,45.399999999999999,3.040000000000000,5.510000000000000,12.199999999999999,9.080000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","63",31.684926986694336,45.4752811400,-122.6008570000
-13647865.350418200716376,5696669.035426288843155,"11838",2017/06/24 00:00:00.000,THPL,18.199999999999999,Fair,"48","24","30",volunteer,,"1",{C3CB542F-B391-4B33-B7ED-95672F8F5701},,TL,2017/06/24 17:36:32.000,PKJOSHUA,2023/01/11 17:34:58.000,"414",2505.179999999999836,347.500000000000000,22.539999999999999,6.500000000000000,0.420000000000000,44.500000000000000,2.970000000000000,5.400000000000000,12.000000000000000,8.800000000000002,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","63",31.709321975708008,45.4753525000,-122.6008600000
-13647863.450643399730325,5696602.410397849977016,"11840",2017/06/24 00:00:00.000,THPL,22.699999999999999,Fair,"55","32","34",volunteer,,"1",{6C36CC0E-9A47-40B0-8AD3-A180CB6D624C},,TL,2017/06/24 17:42:12.000,PKJOSHUA,2023/01/11 17:34:58.000,"416",3919.989999999999782,627.500000000000000,40.700000000000003,10.000000000000000,0.650000000000000,66.500000000000000,4.440000000000001,8.070000000000000,17.899999999999999,13.160000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","63",31.663934707641602,45.4749328200,-122.6008430000
-13650670.172848600894213,5696259.058038620278239,"13125",2017/06/29 00:00:00.000,THPL,8.800000000000002,Fair,"30","15","16",volunteer,,"5",{C98A3487-8AAE-4148-8D5F-7C08452EC9D0},,JRAMSEY,2017/06/29 14:38:50.000,PKJOSHUA,2023/08/10 20:06:51.000,"497",554.200000000000045,59.100000000000001,3.840000000000000,1.700000000000000,0.110000000000000,13.900000000000000,0.930000000000000,1.680000000000000,3.700000000000000,2.720000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","57",31.035491943359375,45.4727699400,-122.6260560000
-13656893.200271900743246,5716607.124004369601607,"18640",2017/07/06 00:00:00.000,THPL,7.500000000000000,Fair,"22","15","13",staff,,"0",{14B3691E-742A-47DD-B76B-50D8B47EB830},,lizzie.sords@portlandoregon.gov,2017/07/06 15:34:42.000,PKJOSHUA,2023/08/10 20:06:51.000,"5172",391.310000000000002,44.700000000000003,2.900000000000000,1.300000000000000,0.080000000000000,12.600000000000000,0.840000000000000,1.530000000000000,3.400000000000000,2.450000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","34",32.383640289306641,45.6008051800,-122.6819580000
-13641089.579076400026679,5703243.111848180182278,"22269",2017/07/08 00:00:00.000,THPL,17.600000000000001,Fair,"48","32","30",volunteer,,"1",{0032B19B-27AF-403D-8A6C-A4D579691955},,tl,2017/07/08 18:23:10.000,PKJOSHUA,2023/01/11 17:34:58.000,"699",2340.059999999999945,344.100000000000023,22.320000000000000,6.100000000000000,0.400000000000000,55.799999999999997,3.730000000000000,6.780000000000000,15.000000000000000,10.910000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","264",31.456707000732418,45.5167482500,-122.5399920000
-13640972.565052499994636,5703182.351517369970679,"23054",2017/07/08 00:00:00.000,THPL,14.400000000000000,Fair,"37","26","24",volunteer,,"4",{1F173468-2E22-4799-9926-68E1C0149402},,TL,2017/07/08 17:26:59.000,PKJOSHUA,2023/01/11 17:34:58.000,"707",1552.900000000000091,223.300000000000011,14.490000000000000,4.200000000000000,0.270000000000000,47.700000000000003,3.190000000000000,5.800000000000000,12.800000000000001,9.260000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","264",31.453092575073246,45.5163657900,-122.5389410000
-13641075.243530999869108,5703242.251004450023174,"23062",2017/07/08 00:00:00.000,THPL,14.800000000000001,Good,"32","32","26",volunteer,,"3",{4BEB39AA-9107-41F7-8E57-B318B7E78E29},,tl,2017/07/08 18:14:18.000,PKJOSHUA,2023/01/11 17:34:58.000,"715",2190.250000000000000,255.300000000000011,16.559999999999999,5.900000000000000,0.380000000000000,59.100000000000001,3.950000000000000,7.170000000000000,15.900000000000000,11.500000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","264",31.457925796508789,45.5167428300,-122.5398630000
-13665752.631492299959064,5714552.706388249993324,"24660",2017/07/13 00:00:00.000,THPL,22.000000000000000,Fair,"54","38","33",volunteer,,"0",{0C2457C7-1B88-4D19-BBBE-313B7A67C2F4},,tl,2017/07/13 00:20:27.000,PKJOSHUA,2023/01/11 17:34:58.000,"5236",3679.460000000000036,600.600000000000023,38.960000000000001,9.400000000000000,0.610000000000000,75.900000000000006,5.070000000000000,9.210000000000001,20.399999999999999,14.890000000000001,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",31.940258026123047,45.5878914900,-122.7615440000
-13665850.806582199409604,5714478.741576620377600,"25488",2017/07/13 00:00:00.000,THPL,23.000000000000000,Good,"59","38","37",staff,,"0",{7AC600C1-4965-4E3D-8A04-D315A820282E},,daphne.cissell@portlandoregon.gov,2017/07/13 02:05:10.000,PKJOSHUA,2023/01/11 17:34:58.000,"1032",5367.180000000000291,676.799999999999955,43.899999999999999,13.600000000000000,0.880000000000000,82.900000000000006,5.540000000000000,10.060000000000000,22.300000000000001,16.489999999999998,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.448673248291016,45.5874265000,-122.7624260000
-13665988.381950799375772,5714492.650427170097828,"25865",2017/07/13 00:00:00.000,THPL,7.800000000000000,Good,"32","15","20",volunteer,,"0",{CDDE9E19-E4DD-45C4-9B88-20E1D6BCC465},,TL,2017/07/13 00:27:29.000,PKJOSHUA,2023/01/11 17:34:58.000,"759",568.789999999999964,59.100000000000001,3.830000000000000,1.800000000000000,0.120000000000000,19.100000000000001,1.270000000000000,2.320000000000000,5.100000000000000,3.710000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.554100036621094,45.5875139400,-122.7636620000
-13665991.938505100086331,5714491.349215979687870,"25868",2017/07/13 00:00:00.000,THPL,7.000000000000000,Good,"32","15","15",volunteer,,"0",{5C873024-9DA5-48D8-96B8-A568C5E00475},,TL,2017/07/13 00:29:50.000,PKJOSHUA,2023/01/11 17:34:58.000,"762",447.430000000000007,42.700000000000003,2.770000000000000,1.500000000000000,0.100000000000000,13.500000000000000,0.900000000000000,1.640000000000000,3.600000000000000,2.640000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.552024841308594,45.5875057600,-122.7636940000
-13665685.948051199316978,5714472.292242449708283,"25901",2017/07/13 00:00:00.000,THPL,14.500000000000000,Fair,"40","23","26",volunteer,,"0",{E195475A-92E8-4F12-8B35-C0FD9D8497A4},,tl,2017/07/13 01:58:58.000,PKJOSHUA,2023/08/10 20:06:51.000,"5250",1575.119999999999891,234.400000000000006,15.199999999999999,4.200000000000000,0.280000000000000,52.299999999999997,3.500000000000000,6.350000000000000,14.100000000000000,10.130000000000001,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.083896636962891,45.5873859600,-122.7609450000
-13665855.323089400306344,5714445.395553559996188,"26280",2017/07/13 00:00:00.000,THPL,11.800000000000001,Good,"43","23","20",staff,,"3",{98E7092A-4409-4D96-B35C-54B42B24CD17},,jeff.ramsey,2017/07/13 01:36:19.000,PKJOSHUA,2023/08/10 20:06:51.000,"4935",1372.339999999999918,137.800000000000011,8.940000000000000,3.900000000000000,0.250000000000000,33.200000000000003,2.220000000000000,4.040000000000000,8.900000000000000,6.510000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.588371276855469,45.5872168700,-122.7624670000
-13665842.284652499482036,5714435.088937990367413,"26287",2017/07/13 00:00:00.000,THPL,14.000000000000000,Good,"48","22","24",staff,,"3",{ADFF9D3F-D5E0-44AB-94CC-5BAB61F159CC},,jeff.ramsey,2017/07/13 01:47:00.000,PKJOSHUA,2023/08/10 20:06:51.000,"4942",1954.099999999999909,203.900000000000006,13.230000000000000,5.300000000000000,0.340000000000000,42.899999999999999,2.870000000000000,5.210000000000000,11.500000000000000,8.420000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.574821472167969,45.5871520700,-122.7623490000
-13665983.281957199797034,5714481.890489369630814,"26660",2017/07/13 00:00:00.000,THPL,15.699999999999999,Good,"33","22","22",volunteer,,"1",{B5CC455C-F265-4532-8F46-507432195B39},,TL,2017/07/13 00:46:04.000,PKJOSHUA,2023/08/10 20:06:51.000,"796",2471.599999999999909,229.000000000000000,14.850000000000000,6.600000000000000,0.430000000000000,30.100000000000001,2.020000000000000,3.660000000000000,8.100000000000000,6.100000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.759849548339844,45.5874463000,-122.7636160000
-13665716.501858299598098,5714280.794145899824798,"26662",2017/07/13 00:00:00.000,THPL,5.000000000000000,Fair,"19","9","10",volunteer,,"0",{D7C776B7-F1F6-4E32-AF5B-8C4212E80F30},,tl,2017/07/13 00:48:45.000,PKJOSHUA,2023/08/10 20:06:51.000,"798",151.080000000000013,16.600000000000001,1.080000000000000,0.600000000000000,0.040000000000000,5.100000000000000,0.340000000000000,0.620000000000000,1.400000000000000,1.010000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.762107849121094,45.5861820700,-122.7612200000
-13665683.658253800123930,5714464.218482200056314,"26690",2017/07/13 00:00:00.000,THPL,16.800000000000001,Fair,"35","21","22",volunteer,,"0",{91DA7FC8-6D9F-4228-9216-03BCA8EB6B44},,tl,2017/07/13 02:21:57.000,PKJOSHUA,2023/08/10 20:06:51.000,"1056",2128.510000000000218,266.100000000000023,17.260000000000002,5.600000000000000,0.360000000000000,30.000000000000000,2.000000000000000,3.640000000000000,8.100000000000000,6.000000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.098144531250000,45.5873352000,-122.7609240000
-13665832.651644999161363,5714580.151232309639454,"27057",2017/07/13 00:00:00.000,THPL,26.100000000000001,Fair,"58","40","42",volunteer,,"0",{539FE285-B8A3-4629-BDAC-407B05FFB107},,JRAMSEY,2017/07/13 18:07:39.000,PKJOSHUA,2023/08/10 20:06:51.000,"1062",5195.439999999999600,945.000000000000000,61.299999999999997,13.000000000000000,0.850000000000000,101.200000000000003,6.760000000000000,12.289999999999999,27.199999999999999,19.899999999999999,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.251884460449219,45.5880640200,-122.7622630000
-13665826.592650000005960,5714483.842673220671713,"27066",2017/07/13 00:00:00.000,THPL,16.600000000000001,Good,"48","35","31",volunteer,,"0",{9AC6495E-8165-448A-AA76-FD00EE98485F},,JRAMSEY,2017/07/13 18:07:39.000,PKJOSHUA,2023/08/10 20:06:51.000,"830",2769.550000000000182,318.399999999999977,20.649999999999999,7.300000000000000,0.470000000000000,62.299999999999997,4.170000000000000,7.570000000000000,16.800000000000001,12.210000000000001,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.414318084716797,45.5874585700,-122.7622080000
-13665871.633286900818348,5714581.652744459919631,"27074",2017/07/13 00:00:00.000,THPL,11.500000000000000,Good,"43","20","19",volunteer,,"5",{E7D28C37-A4CC-4CF5-81D4-4A8B40278C87},N,JRAMSEY,2017/07/13 18:07:39.000,PKJOSHUA,2023/08/10 20:06:51.000,"836",1300.700000000000045,119.200000000000003,7.730000000000000,3.700000000000000,0.240000000000000,26.000000000000000,1.740000000000000,3.150000000000000,7.000000000000000,5.130000000000000,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,"1",,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle","The bark is dark brown, papery, and peels off easily in small strips.","97",32.403923034667969,45.5880734600,-122.7626130000
